79.45,5.7573118805885315,0.7307351638618246,0.9399014778325123,0.5934065934065934,0.8581005586592179,0.6616465863453815,0.9451152579582875,0.546031746031746,0.8776758409785933,0.9090038314176245,0.8604444444444445,0.825,0.954,0.756,0.768,0.659,0.861,0.344,0.861,0.949,0.968
82.02,5.081358194351196,0.7323818019625334,0.9832460732984293,0.8025974025974026,0.7308917197452229,0.6512539184952978,0.923155737704918,0.684981684981685,0.872848948374761,0.9093511450381679,0.9284294234592445,0.821,0.939,0.618,0.918,0.831,0.901,0.374,0.913,0.953,0.934
83.28,4.6916457414627075,0.7361229718189581,0.9824922760041195,0.6494296577946768,0.8049001814882033,0.7025782688766115,0.9333333333333333,0.8092307692307692,0.9014634146341464,0.9441674975074775,0.9388164493480441,0.862,0.954,0.854,0.887,0.763,0.938,0.263,0.924,0.947,0.936
84.88,4.27122238278389,0.771689497716895,0.9669669669669669,0.773469387755102,0.8658536585365854,0.6998327759197325,0.9583766909469302,0.6585365853658537,0.8819188191881919,0.9340446168768186,0.9568345323741008,0.845,0.966,0.758,0.852,0.837,0.921,0.459,0.956,0.963,0.931
84.8,4.237127304077148,0.7495636998254799,0.987460815047022,0.7556818181818182,0.7935819601040763,0.7949886104783599,0.9824368825466521,0.644361833952912,0.8672645739910314,0.9492537313432836,0.9557613168724279,0.859,0.945,0.798,0.915,0.698,0.895,0.52,0.967,0.954,0.929
84.26,4.275520205497742,0.8719806763285024,0.9688442211055276,0.8931297709923665,0.8532663316582915,0.7209920283436669,0.9345063538611925,0.5232641374373658,0.9373695198329853,0.9634517766497462,0.9256038647342996,0.722,0.964,0.585,0.849,0.814,0.956,0.731,0.898,0.949,0.958
84.92,4.313935309648514,0.7123505976095618,0.9652087475149106,0.6814229249011857,0.9123196448390677,0.7228596646072374,0.9497991967871486,0.7967667436489607,0.9085659287776708,0.9616161616161616,0.9541751527494908,0.894,0.971,0.862,0.822,0.819,0.946,0.345,0.944,0.952,0.937
86.58,3.7801520824432373,0.8300921187308086,0.9886010362694301,0.7736389684813754,0.875,0.7363796133567663,0.9307692307692308,0.677564825253664,0.9320486815415822,0.9637826961770624,0.9545454545454546,0.811,0.954,0.81,0.854,0.838,0.968,0.601,0.919,0.958,0.945
86.58,3.7447065114974976,0.8547671840354767,0.9886714727085479,0.7466902030008826,0.8366197183098592,0.7863682604272635,0.9446640316205533,0.680968096809681,0.898876404494382,0.9526627218934911,0.9713679745493107,0.771,0.96,0.846,0.891,0.773,0.956,0.619,0.96,0.966,0.916
87.27,3.6142243444919586,0.7977941176470589,0.9837067209775967,0.7943469785575049,0.8705179282868526,0.7484388938447815,0.9380445304937076,0.7433155080213903,0.9368635437881874,0.9565646594274433,0.9481555333998006,0.868,0.966,0.815,0.874,0.839,0.969,0.556,0.92,0.969,0.951
